gvkey,Data Date,fyear,Industry Format,Level of Consolidation - Company Annual Descriptor,Population Source,Data Format,tic,ISO Currency Code,act,at,capx,ceq,ebit,lct,lt,ni,re,sale,xrd,xsga,Active/Inactive Status Marker,mkvalt,GIC Sectors,wcap,ROA,ROE,RD_Sales,Debt_Assets,Market_Book,WC_TA,RE_TA,ROA_vol,ROE_vol,cluster,pca_1,pca_2
63901,2015-12-31,2015,INDL,C,D,STD,PBIO,USD,1.489,1.804,0.009,-7.979,-3.565,9.568,9.782,-7.415,-34.245,1.798,1.105,4.754,A,7.8217,35,-8.078999999999999,-3.6657176749703444,0.929314450432385,0.6145717463848721,4.817258883248731,-0.9802857500939968,-2.848128342245989,-18.98281596452328,0.7562595388487857,0.7128321052673868,1,-6.405707641535477,0.817978056130372
63901,2016-12-31,2016,INDL,C,D,STD,PBIO,USD,1.59,1.626,0.007,-8.384,-3.736,9.266,10.009,-2.707,-35.939,1.976,1.183,4.878,A,6.2,35,-7.676,-1.6648216482164822,0.32287690839694655,0.5986842105263158,4.817258883248731,-0.7395038167938931,-2.848128342245989,-22.10270602706027,1.2307337120202348,0.9789134121293529,1,-5.715935227629403,0.8316512108526154
63901,2017-12-31,2017,INDL,C,D,STD,PBIO,USD,1.368,2.16,0.022,-14.624,-4.647,16.726,16.783,-10.716,-45.47,2.24,0.989,5.614,A,4.7005,35,-15.357999999999999,-3.6657176749703444,0.7327680525164113,0.4415178571428571,4.817258883248731,-0.3214236870897155,-2.848128342245989,-21.050925925925924,1.711227696528928,0.30941011859970413,1,-7.122358871754216,0.4498239617342561
64327,2014-12-31,2014,INDL,C,D,STD,CERS,USD,74.885,81.776,2.106,41.521,-44.503,29.187,40.255,-38.755,-541.975,36.416,21.8,59.529,A,501.721,35,45.69800000000001,-0.4739165525337508,-0.9333831073432721,0.5986379613356767,0.4922593425944043,12.08354808410202,0.5588192134611624,-6.627555762081785,0.10160842360842832,0.09001522608371854,0,0.6831648064825289,-0.8303822241887449
64327,2015-12-31,2015,INDL,C,D,STD,CERS,USD,130.439,139.47,0.722,94.765,-61.075,21.895,44.705,-55.868,-590.523,34.223,25.643,71.632,A,626.2804,35,108.544,-0.40057360005736004,-0.5895425526301905,0.7492914122081641,0.3205348820534882,6.608773281274732,0.7782605578260557,-4.234050333405033,0.06011353211034436,0.22492390644663846,0,0.8947324610158893,-0.3076543417512297
64327,2016-12-31,2016,INDL,C,D,STD,CERS,USD,94.105,103.476,0.563,57.787,-61.297,26.888,45.689,-62.906,-660.615,39.275,31.322,80.075,A,450.1163,35,67.217,-0.60792840851985,-1.088583937563812,0.7975047740292808,0.4415420000773126,7.789231141952342,0.6495902431481696,-6.384234025281224,0.1051462337376768,0.2553937902674389,0,0.6077551674195931,-0.6655633117549691
64327,2017-12-31,2017,INDL,C,D,STD,CERS,USD,89.898,98.244,0.353,38.94,-57.53,23.131,59.304,-60.585,-721.4,51.326,33.71,86.123,A,390.5759,35,66.767,-0.6166788811530475,-1.5558551617873653,0.6567821377079842,0.6036399169414927,10.030197740112994,0.6796038434917144,-7.3429420626196,0.12232067138009714,0.48324334095774013,0,0.5743241483500138,-1.0605080544350038
64334,2014-12-31,2014,INDL,C,D,STD,VCEL,USD,41.49,47.579,0.829,-2.748,-15.852,11.829,11.938,-19.92,-307.756,28.796,21.263,29.855,A,72.3094,35,29.661,-0.41867210323882387,4.569582504970179,0.7384011668287263,0.2509090144811787,-19.859902939935292,0.6234052838437126,-6.468315853632904,0.8175914133937425,3.796500834158387,2,-0.8894015870868663,3.4401915227001756
64334,2015-12-31,2015,INDL,C,D,STD,VCEL,USD,27.343,34.309,2.427,-19.409,-16.271,12.108,12.179,-16.34,-324.025,51.168,18.89,41.369,A,58.1506,35,15.235,-0.47625987350257953,0.8418774795198104,0.36917604752970606,0.35497974292459705,-2.9960636817971045,0.44405258095543443,-9.444314902795185,0.7210006155349722,3.8163552283286295,0,-0.4634474416512961,0.5984934518159636
64334,2016-12-31,2016,INDL,C,D,STD,VCEL,USD,44.723,48.598,1.415,-13.681,-16.507,12.853,23.89,-19.566,-343.401,54.383,15.295,42.583,A,94.785,35,31.869999999999997,-0.4026091608708177,1.4301586141363936,0.2812459776032951,0.4915840158031195,-6.928221621226519,0.655788304045434,-7.0661549858018855,0.0387272446576382,3.54151489384425,0,0.09609015106217529,1.3407327808707479
