,Ticker,GIC_Sector
1522,HBIO,35
1523,DVAX,35
1524,ACAD,35
1525,OMCL,35
1526,RVP,35
1527,FENC,35
1528,CCRN,35
1529,AMN,35
1530,ZBH,35
1531,ELV,35
1532,CNC,35
1533,RVXCF,35
1534,CORT,35
1535,TBRG,35
1536,CPHI,35
1537,GALT,35
1538,HALO,35
1539,PLUR,35
1540,MOH,35
1541,BCLI,35
1542,NIKA,35
1543,OGEN,35
1544,MODV,35
1545,CRDF,35
1546,PMCB,35
1547,MEIP,35
1548,DYAI,35
1549,CYTK,35
1550,MNKD,35
1551,CRVW,35
1552,STXS,35
1553,NURO,35
1554,INVA,35
1555,CYCC,35
1556,MFCSF,35
1557,NNVC,35
1558,CYRX,35
1559,PBH,35
1560,DXCM,35
1561,MNOV,35
1562,ATRC,35
1563,CTSO,35
1564,SSKN,35
1565,BKD,35
1566,CYDY,35
1567,TCRT,35
1568,PMN,35
1569,BPTH,35
1570,MODD,35
1571,KNW,35
1572,VNDA,35
1573,AVXL,35
1574,RHEP,35
1575,IGC,35
1576,ATEC,35
1577,SILO,35
1578,ORMP,35
1579,ONVO,35
1580,PBYI,35
1581,PHLT,35
1582,GMED,35
1583,PHIO,35
1584,PTCT,35
1585,SEM,35
1586,LMAT,35
1587,INFU,35
1588,FOLD,35
1589,SNOA,35
1590,ISCO,35
1591,CPRX,35
1592,EBS,35
1593,PBSV,35
1594,UEEC,35
1595,HROW,35
1596,ARAY,35
1597,DMAC,35
1598,PODD,35
1599,NBY,35
1600,JAZZ,35
1601,LUDG,35
1602,NAGE,35
1603,TOVX,35
1604,MASI,35
1605,SINT,35
1606,CPIX,35
1607,SBFM,35
1608,MDXG,35
1609,LIXT,35
1610,ENSG,35
1611,RSLS,35
1612,AYTU,35
1613,SCNX,35
1614,ENOV,35
1615,CLDX,35
1616,CDNA,35
1617,LAB,35
1618,CDXS,35
1619,IOVA,35
1620,IBIO,35
1621,SNWV,35
1622,ORKA,35
1623,CELZ,35
1624,ADUS,35
1625,BUDZ,35
1626,TXMD,35
1627,OMER,35
1628,POAI,35
1629,CRMD,35
1630,CLPT,35
1631,IRWD,35
1632,QIPT,35
1633,RMSL,35
1634,ELMD,35
1635,XTNT,35
1636,ASMB,35
1637,PACB,35
1638,ATOS,35
1639,PCRX,35
1640,TLPH,35
1641,SUPN,35
1642,GRCE,35
1643,NSPR,35
1644,CLRB,35
1645,CNBX,35
1646,KPEA,35
1647,VTGN,35
1648,AXGN,35
1649,TNXP,35
1650,ACHC,35
1651,VSTM,35
1652,BICX,35
1653,FBIO,35
1654,SLN,35
1655,OPT,35
1656,FMS,35
1657,RDY,35
1658,PHAR,35
1659,XBIO,35
1660,GMAB,35
1661,GENE,35
1662,IMRN,35
1663,NEUP,35
1664,ATHE,35
1665,RCEL,35
1666,IMMP,35
1667,EYPT,35
1668,PSTV,35
1669,BNTC,35
1670,CPHRF,35
1671,ALNY,35
1672,ANGO,35
1673,AVR,35
1674,SMMT,35
1675,MESO,35
1676,NUWE,35
1677,AQB,35
1678,GRFS,35
1679,HCM,35
1680,MDXH,35
1681,CLLS,35
1682,VRNA,35
1683,IXHL,35
1684,QURE,35
1685,VALN,35
1686,EVGN,35
1687,KMDA,35
1688,OKYO,35
1689,PPBT,35
1690,CANF,35
1691,ATIP,35
1692,ICCM,35
1693,RDHL,35
1694,NBTX,35
1695,ARGX,35
1696,MOLN,35
1697,ABVX,35
1698,MXCT,35
1699,MREO,35
1700,ALLR,35
1701,TLX,35
1702,RNLXY,35
1703,VREOF,35
1704,IMUX,35
1705,ARMP,35
1706,AAPG,35
1707,NYXH,35
1708,IBRX,35
1709,MDAI,35
1710,INDP,35
1711,CMND,35
1712,RADX,35
1713,QNRX,35
1714,HLN,35
1715,BKTI,45
1716,AMD,45
1717,ASMIY,45
1718,SWKS,45
1719,LGTY,45
1720,ADI,45
1721,AAPL,45
1722,AMAT,45
1723,ARW,45
1724,ALOT,45
1725,ADSK,45
1726,AVT,45
1727,BMI,45
1728,BELFB,45
1729,UIS,45
1730,RAMP,45
1731,CSPI,45
1732,CTS,45
1733,TLS,45
1734,CVV,45
1735,RFIL,45
1736,COHU,45
1737,DXC,45
1738,CMTL,45
1739,GLW,45
1740,DAIO,45
1741,DBD,45
1742,NSYS,45
1743,DIOD,45
1744,KODK,45
1745,ELSE,45
1746,ETCIA,45
1747,MARA,45
1748,ERIC,45
1749,FEIM,45
1750,FUJIY,45
1751,HPQ,45
1752,CRAWA,45
1753,IEHC,45
1754,INTC,45
1755,CCRD,45
1756,IBM,45
1757,IDCC,45
1758,KLAC,45
1759,KTCC,45
1760,KLIC,45
1761,KYOCY,45
1762,LRCX,45
1763,LGL,45
1764,SLNH,45
1765,MEI,45
1766,MU,45
1767,MFCO,45
1768,MSI,45
1769,VYX,45
1770,NSSC,45
1771,PAR,45
1772,AGYS,45
1773,ASYS,45
1774,QMCO,45
1775,RELL,45
1776,RICOY,45
1777,RSKIA,45
1778,ROG,45
1779,APPS,45
1780,SMTC,45
1781,SODI,45
1782,TTDKY,45
1783,TER,45
1784,TXN,45
1785,TRT,45
1786,TYL,45
1787,UUU,45
1788,VECO,45
1789,VIDE,45
1790,VSH,45
1791,WDC,45
1792,XRX,45
1793,QLYS,45
1794,MSFT,45
1795,ORCL,45
1796,REFR,45
1797,IT,45
1798,CLFD,45
1799,ADBE,45
1800,DJCO,45
1801,VRTC,45
1802,PLXS,45
1803,SOTK,45
1804,PLAB,45
1805,CDNS,45
1806,CPSH,45
1807,FICO,45
1808,FKWL,45
1809,MITK,45
1810,APH,45
1811,DELL,45
1812,COHR,45
1813,WDAY,45
1814,BNSOF,45
1815,AMBA,45
1816,GEN,45
1817,INVU,45
1818,CGNX,45
1819,CRUS,45
1820,LSCC,45
1821,DGII,45
1822,ANY,45
1823,ISEYF,45
1824,SKKY,45
1825,AMPG,45
1826,AEYE,45
1827,FWFW,45
1828,MYCB,45
1829,COMM,45
1830,FJTSY,45
1831,CLRO,45
1832,AAOI,45
1833,GLOB,45
1834,RNG,45
1835,PTC,45
1836,WIX,45
1837,BTCM,45
1838,VRNS,45
1839,KN,45
1840,TBCH,45
1841,BTCS,45
1842,RMNI,45
1843,ATEN,45
1844,QTWO,45
1845,FIVN,45
1846,BOX,45
1847,MTLS,45
1848,KEYS,45
1849,KE,45
1850,ANET,45
1851,CSCO,45
1852,KXSCF,45
1853,CYBR,45
1854,SPRS,45
1855,AKTSQ,45
1856,FCUV,45
1857,NVEC,45
1858,HUBS,45
1859,VERB,45
1860,WK,45
1861,UPLD,45
1862,GNSS,45
1863,TRMB,45
1864,AUID,45
1865,GDDY,45
1866,BHE,45
1867,SEDG,45
1868,INUV,45
1869,LITE,45
1870,SHOP,45
1871,NOK,45
1872,CTM,45
1873,APPF,45
1874,VERX,45
1875,ALRM,45
1876,PRGS,45
1877,ZBRA,45
1878,BOXL,45
1879,RPD,45
1880,OOMA,45
1881,QCOM,45
1882,LMFA,45
1883,ACFN,45
1884,ROP,45
1885,SNPS,45
1886,OLED,45
1887,INTZ,45
1888,MGIC,45
1889,SYTA,45
1890,PMTS,45
1891,LFUS,45
1892,ASGN,45
1893,PSTG,45
1894,CREAF,45
1895,CIIT,45
1896,HPE,45
1897,DTSS,45
1898,TEAM,45
1899,BLBX,45
1900,NTNX,45
1901,TWLO,45
1902,PI,45
1903,AIRG,45
1904,ATOM,45
1905,WOLF,45
1906,INTU,45
1907,MCHP,45
1908,MRAM,45
1909,SANM,45
1910,JBL,45
1911,GILT,45
1912,CDW,45
1913,LINK,45
1914,SPNS,45
1915,SVMB,45
1916,BL,45
1917,GDS,45
1918,BDC,45
1919,ITRI,45
1920,ICHR,45
1921,VIAV,45
1922,PRKR,45
1923,SGMA,45
1924,DAKT,45
1925,SCSC,45
1926,SILC,45
1927,FLEX,45
1928,REKR,45
1929,FALC,45
1930,ADTN,45
1931,YEXT,45
1932,OKTA,45
1933,AZPN,45
1934,VERI,45
1935,STM,45
1936,APPN,45
1937,TSEM,45
1938,NSIT,45
1939,SSTI,45
1940,PENG,45
1941,ACIW,45
1942,TAIT,45
1943,AATC,45
1944,HLIT,45
1945,MDB,45
1946,ALTR,45
1947,ACMR,45
1948,OSS,45
1949,BTBT,45
1950,ZEPP,45
1951,ZS,45
1952,ONDS,45
1953,DBX,45
1954,HUT,45
1955,RDVT,45
1956,SMAR,45
1957,DOCU,45
1958,LASR,45
1959,CLPS,45
1960,WRAP,45
1961,DOMO,45
1962,IIIV,45
1963,DVLT,45
1964,TENB,45
1965,ARLO,45
1966,OPRA,45
1967,DAVA,45
1968,BTOG,45
1969,ESTC,45
1970,MTC,45
1971,PHUN,45
1972,LSPD,45
1973,PD,45
1974,ZM,45
1975,SONM,45
1976,FSLY,45
1977,CGTL,45
1978,AVAI,45
1979,CRWD,45
1980,RCAT,45
1981,ADCOF,45
1982,GRYP,45
1983,DT,45
1984,NET,45
1985,CRNC,45
1986,DDOG,45
1987,DCBO,45
1988,SITM,45
1989,OCFT,45
1990,BILL,45
1991,SPT,45
1992,OBLG,45
1993,AUUD,45
1994,VNT,45
1995,PCOR,45
1996,GDYN,45
1997,ETWO,45
1998,CISO,45
1999,WTO,45
2000,NXTT,45
2001,API,45
2002,RXT,45
2003,NCNO,45
2004,JAMF,45
2005,BIGC,45
2006,U,45
2007,PLTR,45
2008,FROG,45
2009,ASAN,45
2010,BSY,45
2011,CRSR,45
2012,QBTS,45
2013,CMPO,45
2014,ALGM,45
2015,MASS,45
2016,AI,45
2017,PRCH,45
2018,S,45
2019,IFBD,45
2020,PERF,45
2021,TOITF,45
2022,ONTF,45
2023,DSP,45
2024,CORZ,45
2025,CGNT,45
2026,SBIG,45
2027,BBAI,45
2028,MOVE,45
2029,BNAI,45
2030,PGY,45
2031,RGTI,45
2032,SOUN,45
2033,AUR,45
2034,DOCN,45
2035,APP,45
2036,OLO,45
2037,MIGI,45
2038,ALKT,45
2039,OUST,45
2040,AEVA,45
2041,AISP,45
2042,TUYA,45
2043,SEMR,45
2044,DV,45
2045,SKYT,45
2046,KLTR,45
2047,INVZ,45
2048,PATH,45
2049,SMWB,45
2050,THNCF,45
2051,ZETA,45
2052,MLNK,45
2053,BTDR,45
2054,TGMPF,45
2055,MNDY,45
2056,VRAR,45
2057,HKD,45
2058,CXM,45
2059,EVCM,45
2060,CFLT,45
2061,YOU,45
2062,INDI,45
2063,MAPS,45
2064,BLND,45
2065,BASE,45
2066,INTA,45
2067,AVPT,45
2068,SMTK,45
2069,NABL,45
2070,LAW,45
2071,RSKD,45
2072,CCCS,45
2073,MTWO,45
2074,DATS,45
2075,ULY,45
2076,LIDR,45
2077,IZM,45
2078,SMRT,45
2079,SATX,45
2080,CIFR,45
2081,FRSH,45
2082,OST,45
2083,CLBT,45
2084,CWAN,45
2085,AMPL,45
2086,GREE,45
2087,CYN,45
2088,ARQQ,45
2089,EXOD,45
2090,ENFN,45
2091,GTLB,45
2092,ARBE,45
2093,VLN,45
2094,CCSI,45
2095,MSAI,45
2096,IONQ,45
2097,AIP,45
2098,INFA,45
2099,GFS,45
2100,EXFY,45
2101,CINT,45
2102,GCTS,45
2103,BLZE,45
2104,WEAV,45
2105,NVTS,45
2106,MIR,45
2107,BRZE,45
2108,IREN,45
2109,KD,45
2110,NN,45
2111,FUFU,45
2112,MTEK,45
2113,RDZN,45
2114,CVOSF,45
2115,IOT,45
2116,WULF,45
2117,PRSO,45
2118,CRDO,45
2119,HTCR,45
2120,UBXG,45
2121,LCFY,45
2122,RVSN,45
2123,WLDS,45
2124,ASNS,45
2125,MPTI,45
2126,BMR,45
2127,GLE,45
2128,XPER,45
2129,PRZO,45
2130,ARBB,45
2131,UMAC,45
2132,LMGIF,45
2133,LAES,45
2134,CXT,45
2135,ATGL,45
2136,AIRE,45
2137,ARM,45
2138,KVYO,45
2139,CCTG,45
2140,MASK,45
2141,YAAS,45
2142,ALAB,45
2143,RBRK,45
2144,SVCO,45
2145,LHSW,45
2146,GAUZ,45
2147,PCLA,45
2148,TTAN,45
2149,SAIL,45
2150,OS,45
2151,FATN,45
2152,CSAI,45
2153,DGNX,45
2154,PONY,45
2155,INGM,45
2156,SNDK,45
2157,CRWV,45
2158,SCKT,45
2159,CLMB,45
2160,DSWL,45
2161,ASML,45
2162,SMSI,45
2163,NOVT,45
2164,AEIS,45
2165,IVAC,45
2166,NTAP,45
2167,WSTL,45
2168,ASTC,45
2169,OTEX,45
2170,CONC,45
2171,NICE,45
2172,LPTH,45
2173,FORD,45
2174,KVHI,45
2175,OCC,45
2176,TCX,45
2177,BOSC,45
2178,ANSS,45
2179,DASTY,45
2180,CHKP,45
2181,PEGA,45
2182,AWRE,45
2183,TACT,45
2184,MVIS,45
2185,PLUS,45
2186,SDCH,45
2187,VSAT,45
2188,ELTK,45
2189,CIEN,45
2190,BKYI,45
2191,RMBS,45
2192,QRVO,45
2193,INTT,45
2194,EGHT,45
2195,QUIK,45
2196,AEHR,45
2197,FARO,45
2198,RDCM,45
2199,INVE,45
2200,OSIS,45
2201,BB,45
2202,POWI,45
2203,DSGX,45
2204,VRSN,45
2205,CNXN,45
2206,GMPW,45
2207,OSPN,45
2208,ATEYY,45
2209,SPMYY,45
2210,LOGI,45
2211,SAP,45
2212,MMTIF,45
2213,HIVE,45
2214,LWLG,45
2215,SANG,45
2216,ENAFF,45
2217,NTWK,45
2218,OVTZ,45
2219,MANH,45
2220,AMKR,45
2221,AXTI,45
2222,HCKT,45
2223,MSTR,45
2224,CXDO,45
2225,CTSH,45
2226,DOX,45
2227,CLS,45
2228,CETX,45
2229,TGLO,45
2230,NTIP,45
2231,TRAK,45
2232,NVDA,45
2233,MKSI,45
2234,EXTR,45
2235,AUDC,45
2236,FFIV,45
2237,JNPR,45
2238,VHC,45
2239,WNDW,45
2240,NTCT,45
2241,EGAN,45
2242,ATGN,45
2243,RDWR,45
2244,AKAM,45
2245,IDN,45
2246,ONTO,45
2247,TDY,45
2248,QTRHF,45
2249,UTSI,45
2250,IFNNY,45
2251,SLAB,45
2252,CAMT,45
2253,LPSN,45
2254,NVMI,45
2255,QBAK,45
2256,ON,45
2257,PXLW,45
2258,CEVA,45
2259,RBBN,45
2260,MRVL,45
2261,ENTG,45
2262,ACLS,45
2263,LTRX,45
2264,CRNT,45
2265,MNDO,45
2266,TTMI,45
2267,INSG,45
2268,VRME,45
2269,SYNA,45
2270,ACN,45
2271,PDFS,45
2272,APLD,45
2273,VRNT,45
2274,RIOT,45
2275,FORM,45
2276,STX,45
2277,NTGR,45
2278,OMQS,45
2279,TRCK,45
2280,ADEA,45
2281,SNX,45
2282,CRM,45
2283,GSIT,45
2284,LPL,45
2285,MPWR,45
2286,DLB,45
2287,QUBT,45
2288,VQSSF,45
2289,SIMO,45
2290,CLRI,45
2291,ITMSF,45
2292,ASTI,45
2293,SNCR,45
2294,SMME,45
2295,INLX,45
2296,NOW,45
2297,PANW,45
2298,CVLT,45
2299,CNSWF,45
2300,FSLR,45
2301,IPGP,45
2302,CSIQ,45
2303,ALLT,45
2304,NLST,45
2305,III,45
2306,RTC,45
2307,SMCI,45
2308,AVNW,45
2309,BLIN,45
2310,TEL,45
2311,CVAT,45
2312,TSSI,45
2313,PRO,45
2314,NEON,45
2315,CYCA,45
2316,TDC,45
2317,HWNI,45
2318,DTST,45
2319,FN,45
2320,SWI,45
2321,RSSS,45
2322,AVGO,45
2323,DMRC,45
2324,ACCS,45
2325,FTNT,45
2326,CODA,45
2327,CALX,45
2328,SPSC,45
2329,VUZI,45
2330,DQ,45
2331,JKS,45
2332,MXL,45
2333,EACO,45
2334,AOSL,45
2335,NXPI,45
2336,VPG,45
2337,LEDS,45
2338,NTRP,45
2339,VNET,45
2340,CLSK,45
2341,SQNS,45
2342,NBIS,45
2343,LCTC,45
2344,XNET,45
2345,ENPH,45
2346,UI,45
2347,EPAM,45
2348,MTSI,45
2349,GWRE,45
2350,TSM,45
2351,WIT,45
2352,FORTY,45
2353,UMC,45
2354,INFY,45
2355,ASX,45
2356,AIIXY,45
2357,TMICY,45
2358,MX,45
2359,AUOTY,45
2360,ITRN,45
2361,BLKB,45
2362,UCTT,45
2363,HIMX,45
2364,RKNEF,45
2365,MYSZ,45
2366,ALAR,45
2367,NVX,45
2368,MOB,45
2369,BITF,45
2370,LIF,45
2371,SVRE,45
2372,SNOW,45
2373,IDAI,45
2374,KARO,45
2375,NYAX,45
